1462977070,Lying
1462977071,Lying
1462977074,Lying
1462977075,Lying
1462977076,Lying
1462977077,Lying
1462977078,Lying
1462977079,Lying
1462977080,Lying
1462977081,Lying
1462977082,Lying
1462977083,Lying
1462977084,Lying
1462977085,Lying
1462977088,Lying
1462977089,Lying
1462977090,Lying
1462977091,Lying
1462977092,Lying
1462977093,Lying
1462977094,Lying
1462977095,Lying
1462977096,Lying
1462977097,Lying
1462977098,Lying
1462977099,Lying
1462977102,Lying
1462977103,Lying
1462977104,Lying
1462977105,Lying
1462977106,Lying
1462977107,Lying
1462977108,Lying
1462977109,Lying
1462977110,Lying
1462977111,Lying
1462977112,Lying
1462977113,Lying
1462977119,Lying
1462977120,Lying
1462977121,Lying
1462977122,Lying
1462977123,Lying
1462977124,Lying
1462977125,Lying
1462977126,Lying
1462977127,Lying
1462977128,Lying
1462977129,Lying
1462977132,Lying
1462977133,Lying
1462977276,Lying
1462977277,Lying
1462977278,Lying
1462977279,Lying
1462977280,Lying
1462977281,Lying
1462977282,Lying
1462977283,Lying
1462977284,Lying
1462977285,Lying
1462977288,Lying
1462977289,Lying
1462977290,Transitioning
1462977291,Walking
1462977292,Walking
1462977293,Walking
1462977294,Transitioning
1462977295,Transitioning
1462977296,Lying
1462977297,Lying
1462977298,Lying
1462977299,Lying
1462977302,Lying
1462977303,Lying
1462977304,Lying
1462977305,Lying
1462977306,Lying
1462977307,Lying
1462977308,Lying
1462977309,Lying
1462977310,Lying
1462977311,Lying
1462977312,Lying
1462977313,Lying
1462977316,Lying
1462977317,Lying
1462977318,Lying
1462977319,Lying
1462977320,Lying
1462977321,Lying
1462977322,Lying
1462977323,Lying
1462977324,Lying
1462977325,Lying
1462977326,Lying
1462977327,Lying
1462977330,Lying
1462977331,Lying
1462977332,Lying
1462977333,Lying
1462977334,Lying
1462977335,Lying
1462977336,Lying
1462977337,Lying
1462977338,Lying
1462977339,Lying
1462977340,Lying
1462977341,Lying
1462977344,Lying
1462977345,Lying
1462977346,Lying
1462977347,Lying
1462977348,Lying
1462977349,Lying
1462977350,Lying
1462977351,Lying
1462977352,Lying
1462977353,Lying
1462977354,Lying
1462977355,Lying
1462977361,Lying
1462977362,Lying
1462977363,Lying
1462977364,Lying
1462977365,Lying
1462977366,Lying
1462977367,Lying
1462977368,Lying
1462977369,Lying
1462977370,Lying
1462977371,Lying
1462977375,Lying
1462977376,Lying
1462977377,Lying
1462977378,Lying
1462977379,Lying
1462977380,Lying
1462977381,Lying
1462977382,Lying
1462977383,Lying
1462977384,Lying
1462977385,Lying
1462977388,Lying
1462977389,Lying
1462977390,Lying
1462977391,Lying
