1462868175,Lying
1462868176,Lying
1462868183,Lying
1462868184,Lying
1462868185,Lying
1462868186,Lying
1462868187,Lying
1462868188,Lying
1462868189,Lying
1462868190,Lying
1462868191,Lying
1462868192,Lying
1462868193,Lying
1462868194,Lying
1462868195,Lying
1462868200,Lying
1462868201,Lying
1462868202,Lying
1462868203,Lying
1462868204,Lying
1462868205,Lying
1462868206,Lying
1462868207,Lying
1462868208,Lying
1462868209,Lying
1462868210,Transitioning
1462868211,Transitioning
1462868216,Lying
1462868217,Lying
1462868218,Lying
1462868219,Lying
1462868220,Lying
1462868221,Lying
1462868336,Lying
1462868337,Lying
1462868338,Lying
1462868339,Lying
1462868340,Lying
1462868341,Lying
1462868342,Lying
1462868343,Lying
1462868350,Lying
1462868351,Lying
1462868352,Lying
1462868353,Lying
1462868354,Lying
1462868355,Lying
1462868356,Lying
1462868357,Lying
1462868358,Lying
1462868359,Lying
1462868360,Lying
1462868361,Lying
1462868362,Lying
1462868375,Lying
1462868376,Lying
1462868377,Lying
1462868378,Lying
1462868379,Lying
1462868380,Lying
1462868381,Lying
1462868382,Lying
1462868383,Lying
1462868384,Lying
1462868385,Lying
1462868386,Transitioning
1462868392,Transitioning
1462868393,Walking
1462868394,Walking
1462868395,Sitting
1462868396,Sitting
1462868397,Sitting
1462868411,Walking
1462868412,Walking
1462868413,Walking
1462868414,Sitting
1462868415,Sitting
1462868416,Sitting
1462868417,Sitting
1462868421,Sitting
1462868422,Sitting
1462868423,Sitting
1462868424,Sitting
1462868425,Sitting
1462868426,Sitting
1462868427,Sitting
1462868428,Sitting
1462868429,Sitting
1462868430,Sitting
1462868431,Sitting
1462868432,Sitting
1462868438,Sitting
1462868439,Sitting
1462868440,Sitting
1462868441,Sitting
1462868442,Sitting
1462868443,Sitting
1462868444,Walking
1462868445,Transitioning
1462868446,Transitioning
1462868447,Lying
1462868448,Lying
1462868455,Lying
1462868456,Lying
1462868457,Lying
1462868458,Lying
1462868459,Lying
1462868460,Lying
1462868461,Lying
1462868462,Transitioning
1462868463,Walking
1462868464,Transitioning
1462868465,Sitting
1462868466,Sitting
1462868471,Sitting
1462868472,Sitting
1462868473,Sitting
1462868474,Sitting
1462868475,Sitting
1462868476,Sitting
1462868477,Sitting
1462868478,Sitting
1462868479,Sitting
1462868480,Walking
1462868481,Walking
1462868482,Sitting
1462868489,Sitting
1462868490,Sitting
1462868491,Sitting
1462868492,Sitting
1462868493,Sitting
1462868494,Sitting
1462868495,Sitting
1462868496,Sitting
1462868497,Sitting
1462868498,Sitting
1462868499,Sitting
1462868503,Sitting
1462868504,Sitting
1462868505,Sitting
1462868506,Sitting
1462868507,Sitting
1462868508,Sitting
1462868509,Transitioning
1462868510,Transitioning
1462868511,Walking
1462868512,Sitting
1462868513,Sitting
1462868516,Sitting
1462868517,Sitting
1462868518,Sitting
1462868519,Sitting
1462868520,Sitting
1462868521,Sitting
1462868522,Sitting
1462868523,Sitting
1462868524,Sitting
1462868525,Sitting
1462868526,Sitting
1462868527,Sitting
1462868531,Sitting
1462868532,Sitting
1462868533,Sitting
1462868534,Sitting
1462868535,Sitting
1462868536,Sitting
1462868537,Sitting
1462868538,Sitting
1462868539,Walking
1462868540,Walking
1462868541,Standing
1462868542,Standing
1462868547,Standing
1462868548,Standing
1462868549,Standing
1462868550,Standing
1462868551,Standing
1462868552,Walking
1462868553,Standing
1462868554,Walking
1462868555,Standing
1462868556,Standing
1462868557,Standing
1462868558,Walking
1462868559,Walking
1462868565,Walking
1462868566,Walking
1462868567,Standing
1462868568,Standing
1462868569,Standing
1462868570,Standing
1462868571,Walking
1462868572,Walking
1462868573,Walking
1462868574,Standing
1462868575,Standing
1462868576,Standing
1462868582,Walking
1462868583,Walking
1462868584,Walking
1462868585,Standing
1462868586,Standing
1462868587,Walking
1462868588,Walking
1462868589,Transitioning
1462868590,Walking
1462868591,Walking
1462868592,Transitioning
1462868593,Transitioning
1462868597,Sitting
1462868598,Transitioning
1462868599,Transitioning
1462868600,Transitioning
1462868601,Transitioning
1462868602,Transitioning
1462868603,Transitioning
1462868604,Transitioning
1462868605,Transitioning
1462868606,Walking
1462868607,Walking
1462868608,Walking
1462868611,Walking
1462868612,Sitting
1462868613,Sitting
1462868614,Sitting
1462868615,Sitting
1462868616,Sitting
1462868617,Sitting
1462868618,Standing
1462868619,Sitting
1462868620,Sitting
1462868621,Transitioning
1462868622,Walking
1462868630,Walking
1462868631,Transitioning
1462868632,Transitioning
1462868633,Walking
1462868634,Standing
1462868635,Standing
1462868636,Standing
1462868637,Standing
1462868638,Standing
1462868639,Transitioning
1462868640,Transitioning
1462868643,Transitioning
1462868644,Transitioning
1462868645,Transitioning
1462868646,Transitioning
1462868647,Transitioning
1462868648,Transitioning
1462868649,Walking
1462868650,Transitioning
1462868651,Transitioning
1462868652,Sitting
1462868653,Sitting
1462868654,Sitting
1462868657,Sitting
1462868658,Sitting
1462868659,Sitting
1462868660,Transitioning
1462868661,Sitting
1462868662,Sitting
1462868663,Sitting
1462868664,Transitioning
1462868665,Transitioning
1462868666,Transitioning
1462868667,Sitting
1462868668,Sitting
1462868671,Sitting
1462868672,Standing
1462868673,Standing
1462868674,Standing
1462868675,Standing
1462868676,Standing
1462868677,Walking
1462868678,Transitioning
1462868679,Sitting
1462868680,Sitting
1462868681,Sitting
1462868687,Sitting
1462868688,Walking
1462868689,Sitting
1462868690,Sitting
1462868691,Sitting
1462868692,Transitioning
1462868693,Transitioning
1462868694,Transitioning
1462868695,Lying
1462868696,Lying
1462868697,Lying
1462868705,Lying
1462868706,Lying
1462868707,Lying
1462868708,Lying
1462868709,Lying
1462868710,Lying
1462868711,Lying
1462868712,Lying
1462868713,Lying
1462868714,Lying
1462868715,Lying
1462868720,Lying
1462868721,Lying
1462868722,Lying
1462868723,Lying
1462868724,Lying
1462868725,Lying
